sample,beta1,beta2,beta3,xi,delta1,chi,zeta1,zeta2,zeta3,beta_constraint_pass,max_excess,probe_pass
688,0.987044,-0.725038,0.657128,0.979996,0.00457215,-0.000602527,-0.0377264,-0.00291033,0.0484121,0,inf,0
689,0.895718,-2.65196,-0.704065,0.115105,-0.0115172,0.00619972,0.0481322,-0.00914373,-0.0396167,1,0.174742,1
690,-1.288,-0.619523,-0.870308,0.0535561,0.00425017,0.00882045,0.0455628,-0.00720342,-0.0221237,0,inf,0
691,-0.832781,-2.52401,-0.126884,1.1177,-0.013695,0.00120983,0.0210587,0.00605508,0.013745,1,1.63125,0
692,0.827967,-2.30581,0.616629,0.0107746,-0.00237663,2.2122e-06,-0.0133549,0.0163379,0.0294188,1,0.527065,0
693,-0.546319,-2.73208,0.788084,0.112454,-0.0191095,-0.00395091,-0.0053798,0.0208761,-0.0441253,1,5.69344,0
694,0.911981,-2.38094,0.743048,6.27299,-0.0146869,0.00811557,0.0478025,-0.020596,0.0475242,1,0.101006,1
695,-0.849268,-1.04889,-0.318621,0.0263052,0.00180634,0.0052682,0.00948765,-0.00345222,0.00820758,0,inf,0
696,0.959073,-0.498506,0.600457,1.4361,0.00890517,-0.00311583,0.00402858,-0.0149335,0.0480936,0,inf,0
697,0.920426,-0.611068,-0.602181,1.42734,0.0205843,0.00114,0.00793545,0.0106493,-0.00455997,0,inf,0
698,0.458552,-1.23704,-0.200665,0.118766,-0.000628966,-0.00197072,-0.0426362,-0.00258964,0.00367997,1,0.100765,1
699,0.177084,-1.11345,0.695854,1.04348,-0.00335167,-0.00247114,-0.0335108,-0.00708319,-0.0121275,1,0.101026,1
700,0.10244,-1.29858,0.252996,0.144549,0.00502567,0.00866439,-0.0434311,-0.0155866,-0.029662,1,0.259246,1
701,-0.955481,-1.50887,0.108505,5.24151,-0.00818098,0.00736362,0.0272334,0.00612556,-0.0316331,1,0.138904,1
702,0.436883,-2.19079,-0.100637,0.187123,-0.00141738,-0.00137623,-0.0367829,0.017291,-0.00777558,1,0.100996,1
703,-0.756567,-1.0802,-0.143742,7.4004,0.012313,0.00711607,-0.027743,-0.000231363,-0.0360292,1,0.382838,0
704,0.627916,-2.83324,-0.519584,4.76708,-0.0228318,-0.00257041,0.0111616,-0.00880216,0.048139,1,0.100984,1
705,0.686243,-0.808372,0.752649,0.310132,0.0197139,-0.00384596,-0.0192865,0.0157071,-0.0159374,0,inf,0
706,-1.03007,-1.46108,0.655545,0.0245759,0.0159624,-0.00161729,-0.0259061,-0.0182961,0.0319544,1,11.64,0
707,-0.976856,-2.28955,0.0120063,4.68125,-0.0249095,0.00452233,-0.0225956,0.00165091,-0.0220184,1,0.487899,0
708,0.990666,-2.84262,-0.653269,0.324519,-0.0106622,0.00185998,-0.0081709,-0.0199436,0.0390184,1,0.101041,1
709,-1.37132,-0.842273,-0.326364,0.131702,-0.0202442,6.45956e-05,-0.016614,-0.00377545,0.0181095,0,inf,0
710,0.915746,-2.02302,0.871953,0.187837,0.0145269,0.00776545,-0.0408132,0.0120713,0.0356999,1,0.110659,1
711,0.302753,-0.966608,0.432225,1.07129,0.0065896,-0.0028049,0.0213627,-0.012792,0.00617043,1,0.101012,1
712,-0.856637,-1.97575,0.853843,0.12565,-0.0163414,-0.00155274,0.046992,-0.0180377,0.0205651,1,5.14379,0
713,0.46888,-2.45283,0.86989,0.0282407,-0.00947905,-0.00855216,0.034221,0.0135561,-0.0494882,1,0.192318,1
714,0.631044,-1.26096,-0.317636,0.110636,-0.00317121,0.00263742,0.00897348,-0.00123679,-0.0352672,1,0.265997,1
715,-0.609109,-2.99142,-0.69512,0.0136122,-0.00262491,-0.00727642,0.0274317,0.0203975,-0.0209148,1,inf,0
716,0.420653,-1.73714,-0.783702,0.0100314,0.0163344,-0.00303774,-0.0199743,0.013806,-0.0110521,1,1.53154,0
717,-0.91775,-1.42589,0.151713,1.84814,-0.0133955,0.0023063,0.0453883,-0.00730044,-0.00876997,1,0.666169,0
718,0.285776,-0.348738,-0.918421,0.098933,-0.0179248,0.00696524,0.0465772,-0.0133527,-0.0234411,0,inf,0
719,-0.345736,-1.33994,0.320565,0.0106201,-0.0193738,-0.00447752,0.00592782,0.00296355,-0.0430246,1,6.83989,0
720,0.670914,-1.10763,0.470635,0.390999,-0.0145951,-0.000147347,0.00202057,0.000664366,-0.0373514,0,inf,0
721,0.807622,-1.3943,-0.410594,3.22069,-0.0146756,0.00660599,-0.0178766,-0.00205123,-0.0303025,1,0.10077,1
722,0.472347,-2.27806,-0.436545,1.89777,-0.013231,0.00154594,0.0385128,0.019196,0.00809654,1,0.100986,1
723,0.411705,-0.572637,-0.674712,0.025074,0.0244833,0.00149908,-0.0395759,-0.0101549,-0.013202,0,inf,0
724,-0.112381,-1.21462,0.159726,0.125425,0.0217548,0.00754176,-0.035506,0.00981665,-0.0321765,1,0.115473,1
725,-0.935705,-2.15565,-0.106662,0.987589,0.0130455,-0.00694946,0.0470099,-0.000838943,0.0128323,1,1.63261,0
726,-0.446333,-1.03561,0.0917326,0.0189289,0.0131348,-0.00182374,-0.0351865,0.0139611,-0.00988956,1,3.98236,0
727,0.124035,-2.126,0.56395,0.022904,-0.020257,-0.00134829,0.00558727,0.0018564,-0.00209409,1,3.02991,0
728,0.682054,-2.79256,-0.973995,6.59238,-0.00459659,0.00443164,-0.0151646,0.00537513,-0.0251347,1,0.100809,1
729,-1.12659,-0.823422,0.597706,2.61444,-0.00414813,-0.00266683,0.0498623,0.0160244,-0.00444713,0,inf,0
730,0.883832,-1.35835,-0.592866,1.55434,-0.00281468,0.00391077,-0.017384,0.0195092,-0.0411013,0,inf,0
731,-0.526186,-1.48654,0.120477,0.25914,-0.00816615,-0.00450241,-0.00599423,-0.0155079,0.0140291,1,1.86203,0
732,-0.843187,-1.21629,-0.448868,1.51529,0.00558167,-1.82177e-05,0.021839,0.00926183,0.0171203,1,0.7297,0
733,0.890891,-0.49278,-0.46918,0.0109794,-0.0171669,-0.000556555,0.0464202,-0.0139297,0.0491489,0,inf,0
734,-0.505502,-0.563846,0.917632,3.18588,0.0172681,-0.00244633,0.0238366,0.00650672,0.00532217,0,inf,0
735,-1.42304,-1.42057,-0.960283,2.08691,-0.0248927,-0.000838264,0.0110735,-0.00869763,0.0322231,0,inf,0
736,-1.36818,-1.31082,-0.661978,1.58994,0.00024692,-0.00704196,0.026876,0.00629787,0.0498221,0,inf,0
737,-1.3048,-0.636472,0.205081,8.60337,0.0107569,0.00497485,-0.0172161,0.013463,0.0355654,0,inf,0
738,0.519371,-0.779881,-0.310401,0.114044,-0.0177052,-0.00644032,0.0212317,0.00958079,0.0348189,0,inf,0
739,0.0652172,-1.38537,-0.1329,0.092728,-0.0192139,-0.000295217,0.0497635,0.0160491,0.0185197,1,0.783857,0
740,-1.32692,-1.46335,0.230622,0.100967,0.0149499,-0.00802712,0.0165807,0.00191588,-0.00886563,0,inf,0
741,-0.517654,-1.66132,-0.667972,1.39044,0.00495651,-0.00530133,-0.0233933,0.0017861,0.00186314,1,0.583704,0
742,-0.567745,-2.78366,-0.121743,0.0949583,0.00964251,-0.00769732,-0.0335267,-0.0187387,-0.0268812,1,6.40343,0
743,0.449419,-1.92581,-0.583834,0.0203361,0.00639014,0.00300237,-0.00496525,0.00282581,0.0365656,1,1.00422,0
744,-1.26919,-2.50605,0.920097,0.0187857,-0.0197295,-0.00507805,0.0129225,-0.00849646,-0.00642459,1,inf,0
745,-0.256511,-2.61938,-0.439262,0.596701,0.00504293,-0.00187271,-0.0236874,0.00372303,0.0363856,1,1.703,0
746,-0.205506,-0.975679,0.982761,0.541575,3.9977e-05,-0.00202756,-0.0308317,-0.0181716,0.00690019,1,0.100995,1
747,0.592553,-1.04281,0.942538,6.491,0.0217783,-0.00110671,0.0191942,0.012517,0.0379798,0,inf,0
748,-1.25216,-1.39737,-0.645222,8.7383,0.0147279,-0.00821919,0.00295445,-0.00113045,-0.0277259,0,inf,0
749,0.896356,-0.797371,0.83435,0.863737,0.00855589,-0.00135773,-0.0341329,-0.00176679,0.000478768,0,inf,0
750,-1.42757,-1.29429,-0.332123,0.391435,0.00777641,-0.000363006,0.0210422,-0.00430524,0.0183369,0,inf,0
751,0.458252,-1.06588,0.486455,5.93256,-0.00108112,0.00899697,0.0225674,0.00703281,-0.0154506,1,0.100765,1
752,-1.00757,-0.708345,0.422349,0.392559,-0.0126305,0.00149327,-0.0198438,0.0100819,0.00118497,0,inf,0
753,-0.823518,-1.16405,0.733206,2.00494,0.0174557,-0.00799187,0.00577307,-0.0168185,-0.0289108,1,0.583272,0
754,0.789702,-0.811308,-0.516669,4.46544,-0.0196639,-0.00293103,0.0328305,0.010219,-0.0468441,0,inf,0
755,0.904951,-1.94659,-0.93399,1.06336,-0.020231,0.000919369,0.0113393,0.00458215,0.0291578,1,0.10099,1
756,-0.300249,-2.9852,0.694886,0.863243,0.0185671,0.00223663,-0.0473319,0.00502013,0.0315081,1,1.49376,0
757,0.774592,-1.97884,-0.246133,0.0709935,0.0203172,-0.00601947,0.00493914,-0.0165137,0.00745766,1,1.11393,0
758,0.529708,-1.71937,0.856584,0.0367482,0.0168193,0.00172882,-0.00430044,0.0109098,-0.011785,1,0.61531,0
759,0.36077,-1.14367,0.183275,0.0469476,0.0202215,-0.00474824,-0.0124867,-0.01531,0.0174367,1,1.28232,0
760,-0.417764,-1.25751,0.94942,0.0384906,-0.0186994,-0.00368516,-0.00110168,-0.00296245,0.0141237,1,3.88626,0
761,0.617458,-1.70474,-0.0327567,0.177025,0.00325668,0.0068619,-0.0250675,0.0111579,0.0456879,1,0.259156,1
762,0.405212,-0.482717,0.591273,0.110214,-0.0188721,-0.00465794,0.00592205,0.0165136,0.0147778,0,inf,0
763,-1.44899,-0.341824,-0.497703,7.64914,0.0183669,-0.00534533,-0.0482044,-0.00230012,0.00120044,0,inf,0
764,0.484342,-0.339674,0.26908,0.0265699,-0.0150712,-0.000997139,-0.0482801,-0.00305364,-0.0324612,0,inf,0
765,-0.549352,-2.52583,0.854724,0.0959399,0.0214112,-0.00340046,-0.00526376,0.00565528,0.0486306,1,5.84737,0
766,-0.408734,-0.850912,0.515487,0.314987,0.000828732,0.00568038,-0.0240162,-0.0183349,-0.00319612,1,0.100986,1
767,-1.24175,-2.48592,-0.608218,0.891372,0.0104372,-0.00821659,0.0451308,0.00616017,-0.000270466,1,2.15,0
768,0.874293,-0.809517,0.678185,1.19738,0.0187639,0.00210307,-0.0260695,0.0128909,0.0430175,0,inf,0
769,-1.48336,-1.84477,-0.602487,1.03198,0.0203792,0.00273956,0.0265605,0.00162476,-0.0405232,1,1.99786,0
770,-0.677885,-1.51274,0.569994,3.30679,3.82055e-05,0.00779748,-0.0104337,0.0132533,0.03676,1,0.337109,0
771,0.679858,-0.470116,0.263162,0.0278942,-0.0177459,0.000230644,0.0408973,0.0133386,-0.0364458,0,inf,0
772,-0.825647,-0.803784,-0.194221,1.10372,0.0107156,-0.00208781,0.0229391,0.0107008,-0.0281218,0,inf,0
773,-0.74639,-0.98766,0.122649,0.936865,-0.00570131,0.00866673,0.00883695,-0.00373177,-0.0270289,0,inf,0
774,-0.257742,-0.903063,0.729777,0.0249675,0.00705719,-0.00759214,-0.00951908,0.0180598,-0.033565,1,0.664094,0
775,-0.598876,-0.480556,-0.989521,1.21377,-0.0201005,0.00346847,0.0460509,-0.0116835,-0.0213651,0,inf,0
776,0.588789,-0.841217,-0.785162,0.0736567,0.00846314,-0.00227467,0.00818488,0.00575509,0.0200236,0,inf,0
777,0.890117,-1.97854,-0.425499,0.503611,0.00445148,-0.00331146,-0.0217854,-0.016124,0.00876579,1,0.101015,1
778,-0.101737,-0.885212,-0.749648,0.137122,0.0113167,0.00011766,0.0233717,-0.00865818,-0.041669,1,0.348953,0
779,-0.428173,-1.39781,0.45848,0.0596909,-0.0104346,-0.000704554,-0.0139739,-0.0069737,-0.0252333,1,3.73777,0
780,0.726956,-2.11532,-0.954453,0.356025,0.00272384,-0.00880765,0.0157631,0.0167662,-0.0195521,1,0.100817,1
781,-0.410432,-2.76864,0.429395,0.0784359,0.000341143,-0.00362539,0.0246994,-0.00517143,-0.00293371,1,6.44371,0
782,0.858286,-2.59408,0.475625,0.076624,0.0102272,-0.00259208,0.0206927,-0.0119143,-0.0378953,1,1.08818,0
783,0.355252,-2.75446,0.360172,0.027099,0.00478984,0.00839331,0.0168401,-0.0173071,-0.0411336,1,inf,0
784,-0.690521,-0.738751,0.141445,0.158765,0.00469556,0.00118951,0.0410294,-0.0194203,-0.0426139,0,inf,0
785,0.282628,-1.94463,0.258176,0.0411399,0.0229,0.00274422,-0.00496735,-0.00122333,-0.0274352,1,1.50156,0
786,0.321595,-0.997182,-0.63661,1.35883,-0.00511993,-0.000224973,-0.0325193,0.0185706,-0.00517425,1,0.101008,1
787,0.435832,-0.392981,0.42218,0.0478653,-0.0205849,-0.00439211,0.000506445,-0.0133736,0.0489101,0,inf,0
788,0.641388,-1.33754,-0.282626,2.34327,-0.0175593,-0.001433,-0.0246861,-0.0197378,0.0244517,1,0.100943,1
789,-0.632873,-1.10824,-0.179328,0.0986831,-0.0136489,0.00492076,0.0392943,0.0146821,0.0273557,1,3.20569,0
790,-1.34968,-0.763042,0.0292375,0.0185238,0.00865679,0.00120703,-0.0480518,0.0188894,-0.0274842,0,inf,0
791,-1.13167,-2.33586,-0.439868,7.24388,-0.0237457,-0.00479447,-0.0416346,0.0032114,0.0476006,1,0.383798,0
792,0.455148,-2.99107,-0.696771,0.0409238,-0.0185291,0.00377857,-0.01299,-0.00029519,0.0314283,1,4.68364,0
793,-1.459,-0.397037,-0.186636,1.4763,-0.0104656,-0.00363025,-0.0394789,0.00584511,0.0232037,0,inf,0
794,-1.13565,-0.67297,0.94841,0.0387769,-0.0176488,0.00708453,-0.0454115,0.0207231,0.0162918,0,inf,0
795,0.915401,-1.65219,-0.66535,5.98461,0.000389705,-0.00806458,-0.0195234,-0.00179678,0.00733744,1,0.100767,1
796,0.242921,-0.534092,0.212277,4.90508,0.00348394,0.00469713,-0.00152274,0.009196,0.00883443,0,inf,0
797,0.604724,-1.0825,0.857674,0.0158633,-0.00842829,0.00745522,0.0323212,0.0085439,0.0428904,0,inf,0
798,0.306558,-2.40584,-0.566027,1.02865,-0.014083,3.84914e-05,0.00618612,-0.0170389,-0.03959,1,inf,0
799,0.193731,-1.65998,0.033628,1.57595,0.00365294,0.00344257,0.0382407,0.0207858,0.0295541,1,0.100987,1
800,0.278273,-0.502018,0.0199212,0.215714,0.00862778,0.00475265,0.034192,0.000320484,-0.0259138,0,inf,0
801,0.105092,-1.93569,-0.716112,0.678484,0.0180748,-0.00402901,-0.0223457,0.0160426,-0.0456117,1,0.100985,1
802,0.795188,-2.86328,-0.752187,0.0891074,0.0178417,-0.000260607,-0.035497,0.0126597,0.0192612,1,0.100918,1
803,-1.45577,-2.14482,0.437388,0.0426988,-0.0117255,-0.00142748,-0.042607,0.0200458,-0.035872,1,12.0746,0
804,-0.764443,-2.59108,-0.561364,0.0207419,0.0109939,-0.00146345,0.0140993,-0.00248382,0.0322057,1,14.695,0
805,-0.7485,-2.66576,-0.0355103,2.43967,-0.00155002,-0.00754576,-0.0152466,-0.00135951,0.0208599,1,0.869373,0
806,-1.30435,-0.937326,0.344641,0.193617,0.0082528,-0.00537577,0.00900164,0.012053,-0.0351172,0,inf,0
807,-0.853806,-1.26471,0.24036,0.0168845,0.00337481,-0.00680338,0.0365868,0.0104869,-0.00844875,1,11.5898,0
808,-1.47447,-1.18783,-0.601254,0.165982,-0.0117341,0.00778899,-0.0252846,0.0153463,-0.02322,0,inf,0
809,-0.156356,-2.9075,-0.550801,3.40484,-0.0176705,0.000667532,0.0098887,0.0179213,0.0385869,1,0.466166,0
810,0.819553,-1.37278,0.076421,7.84991,-0.000935939,0.00113551,-0.0394835,0.00901866,0.0397345,1,0.100998,1
811,0.860607,-0.931135,0.0706979,5.56204,0.016075,-0.00398937,0.00688488,-0.00129868,0.0122889,0,inf,0
812,-0.580334,-1.36971,0.871218,1.44868,0.00228286,0.00339141,-0.0418229,-0.00565851,-0.01366,1,0.549615,0
813,-0.833844,-0.730557,0.352275,0.0270846,0.0188139,0.000733414,0.0410199,-0.0127582,0.00927882,0,inf,0
814,-1.13965,-1.61237,-0.511219,5.72701,-0.00535003,0.00122761,0.0413139,-0.00642904,0.001996,1,0.10089,1
815,-0.666226,-2.00086,0.925518,0.38216,-0.0183598,0.000445612,0.0366668,-0.000502512,-0.000631997,1,2.45023,0
816,-0.390266,-0.845918,0.784015,0.269701,0.0206081,0.00590808,0.000361681,0.0201942,-0.0493667,1,0.100985,1
817,0.432332,-0.78463,0.765027,0.0230547,0.00177423,-0.0023664,0.0472148,0.0190922,0.036051,0,inf,0
818,0.0892955,-2.83914,-0.379206,0.279559,0.00818436,-0.00587139,-0.0334339,-0.0174679,0.0117173,1,2.14502,0
819,0.203377,-1.17599,-0.0986569,0.0177362,0.00179006,0.0058599,0.000423516,0.0106298,0.0379416,1,1.36649,0
820,0.692808,-0.389182,0.370829,0.0117245,-0.0199063,-0.00544368,-0.044734,-0.0201253,0.0151181,0,inf,0
821,0.795153,-1.09377,-0.966036,0.203027,-0.0124969,0.000748722,0.0172067,0.0192814,0.00721715,0,inf,0
822,-0.353838,-1.93968,-0.894498,0.995265,0.00677817,0.00864364,0.00915447,0.0104118,-0.0273402,1,0.848583,0
823,-1.12153,-0.845823,0.198156,0.0820592,0.00682648,0.00447145,-0.00887507,-0.00704803,0.00409073,0,inf,0
824,0.508764,-2.38437,0.770361,0.0203677,0.0168943,-0.00120388,-0.00086207,-0.0196688,-0.0163326,1,2.41707,0
825,0.526675,-2.82352,-0.749254,0.547527,-0.0101037,-0.00674948,-0.0173642,0.0103304,0.0277926,1,7.77482,0
826,0.185349,-1.62586,0.196525,0.26583,-0.0156706,0.00427413,0.0487624,0.0101258,-0.044506,1,0.10083,1
827,0.51579,-0.340713,-0.565449,0.190175,-0.0195979,-0.00737066,-0.035129,-0.00640381,-0.0156836,0,inf,0
828,0.708915,-1.06063,0.973287,0.0134578,0.0115785,-0.00743443,-0.00500241,0.0106503,0.0233626,0,inf,0
829,0.195091,-2.99989,0.918125,0.435208,0.0148533,0.00889107,-0.00946461,-0.0198798,0.00858565,1,1.58133,0
830,-0.76032,-0.815053,0.892887,0.0515619,0.0116121,-0.00527885,-0.0359011,0.017569,0.0284192,0,inf,0
831,-0.554623,-1.20039,-0.479548,3.01671,-0.0152781,0.0088271,0.0465008,0.00628459,0.00599543,1,0.629255,0
832,0.690803,-1.95256,-0.31511,9.75645,0.0106467,0.00875549,-0.00202462,-0.0190021,0.0215068,1,0.10101,1
833,0.726041,-1.84482,0.234024,0.996913,0.0109281,-0.00405832,0.000983213,-0.00522896,-0.0225617,1,0.100995,1
834,-1.40328,-1.22014,0.347583,0.0273406,-0.00278644,-0.000714307,0.0342156,-0.0158402,0.0326951,0,inf,0
835,-1.38865,-2.50417,0.714575,0.126031,-0.0142118,0.00271429,-0.000558495,0.0117501,-0.000186631,1,7.10703,0
836,-1.46043,-2.85676,0.791686,0.0355729,0.0180307,0.00296116,-0.0418979,-0.0193254,0.0464938,1,14.6257,0
837,0.940944,-1.04093,-0.627934,0.0156371,0.00808098,0.00297777,-0.0480051,-0.0139621,-0.0277109,0,inf,0
838,0.410929,-0.595005,0.284834,0.0211081,0.00877618,-0.00733691,-0.0289513,-0.0187184,0.0025047,0,inf,0
839,0.62647,-0.893514,-0.134127,0.0114418,-0.00980082,0.00434277,-0.025526,4.83017e-05,-0.0195633,0,inf,0
840,0.787567,-2.21411,-0.205276,1.39208,0.015784,-0.00725454,-0.00345165,0.00907471,0.0140956,1,0.100766,1
841,-0.803679,-1.62106,0.1592,0.0227839,-0.00453239,0.00357737,-0.00490055,-0.0131323,0.00812638,1,10.9653,0
842,0.0399985,-2.37783,0.94895,0.194277,-0.000108294,-0.0043026,-0.040424,0.0133657,0.00421431,1,1.97472,0
843,0.864481,-0.835433,0.672931,0.561617,-0.00340789,0.00542536,-0.0137404,-0.0143438,0.0375828,0,inf,0
844,-0.297538,-2.73975,0.978373,0.0166838,0.0156296,-0.00334561,0.0365746,0.00707681,0.0165923,1,13.2034,0
845,-0.949147,-0.304984,0.0745769,0.0291763,-0.0141547,0.00221646,0.0233014,-0.00586805,0.0433433,0,inf,0
846,0.615057,-2.28221,-0.0638957,2.0433,0.00258615,-0.00281157,-0.0148815,0.00342772,0.0259843,1,0.101009,1
847,0.906502,-2.4679,0.61335,0.014458,-0.00963536,-0.00330983,0.0174154,0.0204892,0.00015598,1,2.55468,0
848,-0.629379,-2.26462,-0.595333,0.0335507,0.00561945,-0.00440465,0.0323938,0.0113033,-0.00838536,1,9.80503,0
849,-1.39907,-0.940782,0.534621,0.0295883,-0.0141011,0.00876484,0.0180163,-0.00527912,0.0345278,0,inf,0
850,-1.0077,-2.83188,0.898338,1.48258,-0.0204475,0.00407877,-0.043595,0.00963417,-0.0408176,1,1.52237,0
851,-1.29836,-2.15428,-0.747751,0.0158685,0.0181972,0.00423826,0.0365241,0.00216945,0.000990813,1,inf,0
852,0.443913,-1.41787,0.0261945,0.326452,-0.00984539,-0.00365675,0.0465496,0.0190166,-0.00276484,1,0.100994,1
853,-0.727228,-1.17107,0.542838,4.25421,-0.0243681,-0.0014894,0.0401888,0.0149851,-0.0140015,1,0.152918,1
854,0.717062,-2.92586,0.532845,0.0270117,-0.0181125,-0.00809846,-0.00281738,0.0197227,-0.000512015,1,2.2251,0
855,-0.981913,-0.557408,-0.276459,0.0516269,-0.0225935,0.00621165,-0.0459551,0.00304751,0.0461329,0,inf,0
856,-0.264686,-0.482077,-0.406518,0.911608,0.0117977,-0.00720552,0.0480815,-0.000825923,0.0286661,0,inf,0
857,-0.874722,-2.60181,0.606828,0.200834,-0.0223916,0.00360775,-0.0231707,-0.0013612,0.0399267,1,4.70958,0
858,-0.390669,-2.85701,0.155026,0.0349983,0.00590303,-0.00309342,-0.0215199,0.0010454,0.0455288,1,10.0232,0
859,-0.522886,-1.42323,0.0129687,5.75934,-0.0024706,0.00131566,-0.0377653,-0.00701726,0.0026224,1,0.10074,1
860,-0.644759,-1.4053,-0.186008,1.22812,-0.013987,0.00239482,-0.0245309,0.00832533,0.0441927,1,0.809992,0
861,-0.68434,-2.54626,-0.114213,0.0100129,0.0242,-0.00877786,-0.0288976,-0.0153826,-0.0470956,1,inf,0
862,-0.187393,-0.691025,0.470375,0.0149507,-0.0137385,-0.00123497,-0.0122766,-0.00988107,0.000994484,1,0.100809,1
863,-0.429781,-1.96813,-0.10405,0.124643,0.000938502,-0.00188194,0.0128877,0.000577262,-0.0252608,1,3.76699,0
864,-1.12359,-1.22699,0.419937,0.804423,0.00114165,0.00278125,-0.0186051,0.00292685,-0.0237939,0,inf,0
865,-0.912309,-0.931627,0.850787,4.01004,-0.00684198,0.00175231,-0.0287106,0.00893417,-0.029188,0,inf,0
866,0.133706,-2.87384,0.509061,0.0104854,0.0150532,-0.00878063,-0.0137214,-0.0110241,-0.000342163,1,12.4698,0
867,-1.37506,-1.76951,0.686219,0.016741,-0.0247357,-0.00546304,-0.00767439,0.0171261,-0.0305285,1,inf,0
868,-0.100827,-0.420687,-0.749256,0.0433173,-0.00330858,0.00470258,-0.000556696,-0.0186082,-0.0435735,1,1.67241,0
869,-0.772879,-0.628941,0.572893,0.237452,-0.0158788,-0.00163917,-0.0492096,-0.0181841,0.0143344,0,inf,0
870,-1.27843,-1.23479,0.371106,5.20549,0.0215496,-0.00275904,-0.0381736,-0.00274275,0.0370279,0,inf,0
871,-0.293902,-1.10822,0.969917,5.13283,0.0174907,-0.00634106,0.0211275,0.0158089,-0.0125334,1,0.100998,1
872,-1.33449,-0.693959,-0.527787,0.839043,-0.0248561,-0.00241495,-0.0259394,0.000916101,0.0398996,0,inf,0
873,0.924245,-0.386957,-0.291232,2.74702,0.0203118,0.00437206,-0.0496452,-0.0136581,0.0077755,0,inf,0
874,-0.260132,-0.696974,0.650915,3.13122,0.0240109,-0.00314272,-0.0272219,0.0174972,-0.0151907,1,0.101003,1
875,-1.11261,-0.822167,0.0123044,2.27145,-0.0030844,-0.00817223,0.0440657,-0.00211162,-0.0096783,0,inf,0
876,0.842844,-1.50307,0.551934,0.10104,-0.0176945,0.0030372,0.0170489,-0.00972952,0.00589613,1,0.215184,1
877,-0.919447,-2.2507,0.822193,0.0112106,0.00818198,0.00827252,-0.0130515,-0.0187157,0.0134514,1,inf,0
878,-0.0776676,-2.48719,0.902523,1.64981,-0.00129325,-0.00119259,0.0179826,-0.0058812,-0.0250228,1,0.552578,0
879,-0.358389,-1.40226,0.862106,3.61805,0.0119438,0.00506214,-0.00537658,0.00648898,-0.0241168,1,0.278954,1
880,-0.501279,-0.82574,0.302347,7.80849,-0.0218661,-0.00211962,-0.00600044,0.00883781,-0.0217212,1,inf,0
881,-1.20363,-1.21484,-0.227637,0.0408825,-0.0168796,-0.00413058,0.0258582,0.0141604,-0.0194301,0,inf,0
882,0.449588,-0.90776,0.734004,0.0733344,0.00590912,-0.00549602,-0.0353427,0.00801397,0.0270096,0,inf,0
883,-1.45707,-2.76451,0.495646,2.36653,0.018348,0.00361243,0.0108644,0.0127062,0.00267898,1,1.23785,0
884,0.129234,-0.535879,-0.390555,0.0623241,0.013409,0.00485257,0.00631867,-0.00245152,0.00841764,0,inf,0
885,-0.155873,-0.383009,-0.754937,4.27205,-0.0114573,0.00184471,0.0457863,-0.00880209,-0.0434876,0,inf,0
886,0.795762,-2.3674,0.622283,0.0121922,-0.0160219,-0.00249975,-0.00283723,0.0185412,0.0179383,1,2.42496,0
887,-1.41749,-2.1106,0.361869,0.281529,0.0203278,0.00524466,0.0226105,-0.00380207,0.0254711,1,4.32721,0
888,-1.30528,-0.774183,0.87377,5.70135,-0.0197102,0.00892711,0.00397254,0.00255736,-0.0233004,0,inf,0
889,-1.21694,-0.914863,0.614457,2.09637,-0.00227806,-0.00590583,0.0479012,0.00716189,0.0102171,0,inf,0
890,0.684474,-0.355943,0.395837,0.0485422,-0.0126108,-0.00734412,0.022441,-0.0192754,-0.00628873,0,inf,0
891,-0.246914,-0.312826,0.594688,0.0129057,-0.0100234,-0.00787643,0.0428219,0.0041554,-0.0116649,0,inf,0
892,-1.08916,-1.60652,0.226585,0.393755,0.0026557,-0.00781919,0.00973337,-0.0118591,0.0122317,1,2.74844,0
893,-0.0864327,-2.98068,-0.353692,0.25665,0.0221705,-0.00305013,-0.0418768,0.00510651,-0.0440072,1,2.92607,0
894,-0.475491,-0.811804,0.455145,0.346171,-0.00570402,-0.00101296,0.040992,-0.00977335,-0.0224942,1,inf,0
895,-0.258233,-1.3325,0.980516,4.07685,-0.00480096,0.00707293,0.00257555,0.0146213,-0.0049199,1,2.03224,0
896,-0.206579,-2.0518,0.537489,0.135335,-0.0170698,0.00398926,-0.0309141,0.0094867,0.000123576,1,2.88273,0
897,-0.0412359,-2.34745,-0.0565668,0.0418557,-0.00589348,-0.00349559,-0.00228968,0.00591523,0.00537231,1,5.34671,0
